Name,URL,Location,Score,Reviews,Main Categories,Average Response Time,On time Delivery Rate,Total Orders so far,Total Order Amount,Services,Quality Control,Certificates,Floor Space,Annual Export Revenue (USD),Production Lines,Total Annual Output (Units),Production Machines,Quality Control on All Lines,QA/QC Inspectors,Main Markets,Main Client Types,Customization Options,New Products Launched Last Year,R&D Engineers
"Shenzhen Nuoda Ark Electronic Technology Co., Ltd.",,"Guangdong, China ",4.9,63 reviews,≤2h,100.0%,221 orders,"US $520,000+",-1,,,2000,-1,5,450000,-1,Yes,5,-1,,"Retailer, Wholesaler, Brand business, For private use","light customization, customized on demand, sample processing, graphic processing",10,3
"Liaocheng Jiuyun Import & Export Co., Ltd.",,"Shandong, China ",4.4,9 reviews,≤5h,100.0%,- orders,-1,-1,,,3200,1650000,10,-1,53,Yes,3,"Southeast Asia(30%), Africa(22%), Mid East(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",45,3
Suzhou Freedom Gifts Limited,,"Jiangsu, China ",4.9,37 reviews,≤3h,97.5%,333 orders,"US $1,500,000+",-1,,,1950,-1,3,1520000,32,Yes,6,"North America(14%), South America(13%), Eastern Europe(10%)",,"Retailer, Wholesaler, For private use, Brand business, Manufacturer","light customization, customized on demand, graphic processing, sample processing, light customization, sample processing, graphic processing, customized on demand",275,5
"Shenzhen Yishunlong Technology Co., Ltd.",,"Guangdong, China ",4.7,76 reviews,≤5h,97.6%,406 orders,"US $350,000+",-1,,,1417,1500000,6,870000,30,Yes,6,"Domestic Market(30%), South America(15%), Western Europe(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",20,6
"Linyi Shengjian Industry & Trade Co., Ltd.",,"Shandong, China ",-1,-1,≤2h,100.0%,- orders,-1,-1,,,50000,-1,20,215000000,21,Yes,5,"Africa(80%), Eastern Europe(10%), South Asia(10%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",320,5
"Ningbo Sunnuo Houseware Products Co.,Ltd",,"Zhejiang, China ",-1,-1,≤3h,100.0%,- orders,-1,-1,,,1900,-1,-1,-1,-1,Yes,4,-1,,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",140,7
"Guangzhou Liangdian Automotive Supplies Co., Ltd.",,"Guangdong, China ",4.8,25 reviews,≤2h,96.4%,222 orders,"US $160,000+",-1,,,2430,-1,7,-1,18,Yes,1,"Domestic Market(36%), Southeast Asia(8%), Western Europe(8%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",1100,3
"Shenzhen Mekede Technology Co., Ltd.",,"Guangdong, China ",4.6,389 reviews,≤6h,99.5%,1594 orders,"US $2,800,000+",-1,,,3685,9482229,2,-1,16,Yes,4,"Eastern Europe(20%), North America(15%), South America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",200,12
"Changzhou Haosheng Vehicles Parts Co., Ltd.",,"Jiangsu, China ",4.9,45 reviews,≤2h,99.5%,- orders,-1,-1,,,11000,-1,1,725000,24,Yes,5,"Mid East(36%), North America(26%), Southeast Asia(16%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",360,5
Dongguan Power Eagle Lubricant Technology Ltd.,,"Guangdong, China ",4.8,47 reviews,≤8h,100.0%,101 orders,"US $1,100,000+",-1,,,1400,-1,1,-1,6,Yes,2,"Africa(30%), Southeast Asia(20%), Eastern Asia(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",150,3
"Guangdong Yup New Material Technology Co., Ltd.",,"Guangdong, China ",4.9,10 reviews,≤4h,84.6%,- orders,-1,-1,,,6679,-1,-1,3146000,-1,Yes,2,"Domestic Market(45%), North America(10%), Mid East(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,3
"Cangnan Jared Crafts Co., Ltd.",,"Zhejiang, China ",4.7,5 reviews,≤16h,71.4%,23 orders,"US $20,000+",-1,,,900,74283,-1,-1,-1,Yes,1,"Western Europe(25%), North America(15%), South America(15%)",,"Retailer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",-1,1
"Shenzhen Siruida Electronics Co., Ltd.",,"Guangdong, China ",4.4,75 reviews,≤4h,97.2%,156 orders,"US $80,000+",-1,,,1500,-1,2,-1,-1,Yes,3,"North America(15%), Eastern Europe(15%), Southeast Asia(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",100,4
"Shenzhen BHNEW Technology CO.,LTD",,"Guangdong, China ",4.7,93 reviews,≤3h,100.0%,361 orders,"US $240,000+",-1,,,550,-1,2,30000,18,Yes,3,"Mid East(30%), North America(21%), South America(6%)",,-1,"light customization, sample processing, graphic processing, customized on demand",150,2
"Neihuang County Hangyu Auto Parts Co., Ltd.",,"Henan, China ",4.0,19 reviews,≤3h,100.0%,- orders,-1,-1,,,4300,-1,3,65000,-1,Yes,2,-1,,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",20,3
"Xingtai Refined Machinery And Auto Accessory Co., Ltd.",,"Hebei, China ",4.9,30 reviews,≤4h,98.2%,119 orders,"US $90,000+",-1,,,2000,-1,12,150000,-1,Yes,1,"Mid East(30%), Domestic Market(15%), North America(10%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,1
"Guangzhou Bestop Technology Co., Ltd",,"Guangdong, China ",4.6,27 reviews,≤3h,100.0%,- orders,-1,-1,,,6080,-1,8,350000,40,Yes,3,"Mid East(37%), Southeast Asia(34%), North America(6%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","no, customized on demand",35,2
"Shenzhen AUTOOL Technology Co., Ltd.",,"Guangdong, China ",4.8,59 reviews,≤4h,99.7%,570 orders,"US $1,000,000+",-1,,,2176,3259678,4,530000,24,Yes,1,"North America(15%), South America(10%), Mid East(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",27,13
"Yancheng Hengfeng Sponge Co., Ltd.",,"Jiangsu, China ",5.0,9 reviews,≤6h,80.0%,58 orders,"US $240,000+",-1,,,67000,-1,4,-1,57,Yes,18,"Domestic Market(50%), Eastern Asia(20%), North America(8%)",,"Retailer, Wholesaler, Brand business, For private use","customized on demand, light customization, sample processing, graphic processing",20,4
"Zhejiang Benke Auto Parts Co.,Ltd.",,"Zhejiang, China ",4.8,79 reviews,≤3h,99.2%,258 orders,"US $140,000+",-1,,,40000,-1,5,-1,52,Yes,4,"Domestic Market(50%), Western Europe(13%), South America(6%)",,"Retailer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",500,12
"Zhejiang Bingxin Electric Appliance Co., LTD",,"Zhejiang, China ",5.0,1 reviews,≤3h,100.0%,- orders,-1,-1,,,4133,-1,-1,-1,-1,Yes,4,"Domestic Market(25%), Oceania(10%), Mid East(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",5,2
"Jiangyin Yinghuameng Houseware Co., Ltd.",,"Jiangsu, China ",4.9,18 reviews,≤3h,94.4%,185 orders,"US $1,100,000+",-1,,,10000,-1,7,11500000,19,Yes,3,"North America(30%), Western Europe(20%), Southeast Asia(15%)",,"Retailer, Wholesaler, Brand business, For private use","light customization, sample processing, graphic processing, customized on demand",50,2
"Dongguan Saibang Carbon Fiber Products Technology Co., Ltd.",,"Guangdong, China ",4.8,30 reviews,≤2h,95.0%,303 orders,"US $380,000+",-1,,,2200,-1,5,-1,8,Yes,2,"North America(40%), Western Europe(25%), Eastern Europe(5%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",80,2
"Guangzhou Deliang Auto Technology Co., Ltd.",,"Guangdong, China ",4.8,74 reviews,≤7h,99.2%,254 orders,"US $140,000+",-1,,,2310,1700000,-1,-1,-1,Yes,7,"Oceania(25%), South America(13%), Eastern Europe(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",-1,3
"Zhejiang Shengye Traffic Sign Co., Ltd.",,"Zhejiang, China ",4.9,9 reviews,≤6h,87.5%,26 orders,"US $10,000+",-1,,,12529,-1,-1,-1,-1,Yes,2,"North America(25%), South Asia(20%), Domestic Market(20%)",,-1,"light customization, sample processing, graphic processing, customized on demand",8,2
"Changzhou Maofa Vehicle Accessories Co., Ltd.",,"Jiangsu, China ",3.8,3 reviews,≤17h,100.0%,- orders,-1,-1,,,3929,-1,7,-1,7,Yes,1,"North America(30%), Western Europe(19%), Southeast Asia(15%)",,"Retailer, Engineer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand",30,1
"Lindon Co., Ltd.",,"Guangxi, China ",4.8,2 reviews,≤4h,100.0%,- orders,-1,-1,,,21200,-1,8,-1,21,Yes,11,"North America(30%), Western Europe(30%), South America(10%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",210,6
"Guangdong Weiwu Industrial Co., Ltd.",,"Guangdong, China ",-1,-1,≤1h,100.0%,15 orders,"US $5,000+",-1,,,17000,0,5,10120000,0,Yes,2,Domestic Market(100%),,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",4,2
"Xinxiang Jinda Reflective Products Co., Ltd.",,"Henan, China ",4.7,71 reviews,≤2h,94.1%,- orders,-1,-1,,,782,-1,2,-1,20,No,2,"North America(35%), Africa(15%), Mid East(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","no, customized on demand",-1,0
"Changzhou Jiean Traffic Facilities Co., Ltd",,"Jiangsu, China ",-1,-1,≤2h,100.0%,- orders,-1,-1,,,3800,-1,4,-1,17,-1,1,-1,,"Retailer, Wholesaler, For private use","sample processing, graphic processing, customized on demand",10,2
"Shenyang Gudeyang Sewing Co., Ltd.",,"Liaoning, China ",5.0,8 reviews,≤1h,96.3%,37 orders,"US $10,000+",-1,,,2259,-1,5,-1,104,Yes,6,"Domestic Market(91%), Eastern Asia(9%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, no",60,2
"Taizhou Harbor Security Technology Co., Ltd.",,"Jiangsu, China ",4.8,61 reviews,≤2h,100.0%,- orders,-1,-1,,,3000,0,-1,-1,-1,Yes,1,"North America(70%), Western Europe(8%), Domestic Market(7%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",20,1
"Yongkang Wanxiao Industry & Trade Co., Ltd.",,"Zhejiang, China ",4.6,18 reviews,≤2h,100.0%,96 orders,"US $900,000+",-1,,,3080,-1,-1,7300000,-1,Yes,2,"Western Europe(40%), Mid East(20%), South America(15%)",,"Retailer, Engineer, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",20,2
"Shenzhen Bluetac Industrial Technology Co., Ltd.",,"Guangdong, China ",4.9,32 reviews,≤3h,89.8%,135 orders,"US $200,000+",-1,,,2000,-1,-1,-1,-1,Yes,3,"North America(60%), Southeast Asia(20%), Western Europe(10%)",,"Retailer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",50,4
Dongtai Chaowei Lifesaving Equipment Factory,,"Jiangsu, China ",4.8,76 reviews,≤3h,96.7%,- orders,-1,-1,,,6000,6035700,2,-1,43,Yes,4,"Domestic Market(35%), North America(25%), Western Europe(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",50,6
"Suzhou Mancai Transportation Technology Co., Ltd.",,"Jiangsu, China ",4.9,15 reviews,≤4h,83.3%,45 orders,"US $30,000+",-1,,,1000,-1,2,-1,2,Yes,1,"Domestic Market(50%), North America(10%), South America(8%)",,"Engineer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand",16,1
"Chengdu Xinzhonglian Traffic Facilities Co., Ltd.",,"Sichuan, China ",-1,-1,≤1h,100.0%,- orders,-1,-1,,,35168,-1,1,-1,32,Yes,1,"Domestic Market(90%), Eastern Asia(5%), North America(2%)",,"Retailer, Wholesaler, Brand business","customized on demand, graphic processing, sample processing",-1,1
"Jiangsu Mingchen Fire Equipment Co., Ltd.",,"Jiangsu, China ",4.8,50 reviews,≤2h,96.8%,94 orders,"US $250,000+",-1,,,2070,-1,1,2550000,25,Yes,3,"North America(33%), Domestic Market(30%), Western Europe(12%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, no",10,1
"Zhejiang Haichuan Security Supplies Co., Ltd.",,"Zhejiang, China ",5.0,10 reviews,≤5h,100.0%,58 orders,"US $50,000+",-1,,,20553,-1,3,18000000,51,Yes,10,"Domestic Market(90%), North America(4%), South America(1%)",,"For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",15,3
"Nantong Weston Glove Co., Ltd.",,"Jiangsu, China ",4.9,15 reviews,≤2h,94.9%,- orders,-1,-1,,,3100,528571,2,-1,366,Yes,2,"Western Europe(40%), South America(30%), Eastern Asia(30%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, no",80,2
"Zhejiang Lanxiang Reflective Materials Co., Ltd.",,"Zhejiang, China ",-1,-1,≤5h,71.4%,- orders,-1,-1,,,2000,-1,-1,-1,-1,Yes,4,"Western Europe(45%), North America(40%), Oceania(10%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand",-1,1
Beijing Wistron Technology Limited,,"Beijing, China ",4.9,23 reviews,≤2h,100.0%,99 orders,"US $230,000+",-1,,,1137,-1,-1,250000,-1,Yes,1,"Southeast Asia(39%), North America(31%), South America(11%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",-1,2
"Jiangsu Wanji Emulsion Co., Ltd",,"Jiangsu, China ",5.0,3 reviews,≤6h,100.0%,11 orders,"US $2,000+",-1,,,74055,-1,4,-1,19,Yes,5,"Eastern Europe(25%), Mid East(25%), South America(10%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing",-1,3
"Fuzhou Moons Reflection Co., Ltd.",,"Fujian, China ",4.8,23 reviews,≤2h,93.9%,138 orders,"US $150,000+",-1,,,2920,1200000,1,68000,11,Yes,1,"North America(45%), South America(15%), Oceania(15%)",,"Retailer, Engineer, Wholesaler, For private use, Brand business, Manufacturer","customized on demand, graphic processing, sample processing",10,4
Guangzhou Gaf Outdoor Products Limited,,"Guangdong, China ",4.8,39 reviews,≤1h,100.0%,204 orders,"US $420,000+",-1,,,3300,-1,1,1200000,29,Yes,5,"North America(35%), Eastern Europe(35%), Western Europe(25%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use","customized on demand, graphic processing, sample processing, light customization, light customization",108,6
"Beijing Roadsafe Technology Co., Ltd.",,"Beijing, China ",4.7,31 reviews,≤2h,99.0%,187 orders,"US $1,600,000+",-1,,,1640,4000000,-1,-1,-1,Yes,3,"South America(20%), North America(10%), Africa(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",55,3
"Shanghai Langfeng Industrial Co., Ltd.",,"Shanghai, China ",4.7,11 reviews,≤4h,97.8%,80 orders,"US $1,500,000+",-1,,,2973,-1,2,1100000,2,Yes,2,"Mid East(25%), Africa(20%), Southeast Asia(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",90,2
"Fujian Minshan Fire Hose Co., Ltd.",,"Fujian, China ",-1,-1,≤6h,100.0%,- orders,-1,-1,,,6100,-1,2,-1,88,Yes,1,"Mid East(40%), Southeast Asia(30%), Eastern Europe(15%)",,-1,"customized on demand, sample processing, customized on demand, graphic processing, sample processing",-1,3
"Taizhou Guotai Safety Equipment Manufacturing Co., Ltd.",,"Zhejiang, China ",5.0,4 reviews,≤3h,85.7%,13 orders,"US $10,000+",-1,,,6000,-1,-1,-1,-1,Yes,2,"Mid East(40%), North America(20%), Western Europe(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,2
